Gene,L1 larvae01,L1 larvae02,L2 larvae01,L2 larvae02,"L3 larvae, 12 hr post-molt01","L3 larvae, 12 hr post-molt02","L3 larvae, dark blue gut PS(1-2)01","L3 larvae, dark blue gut PS(1-2)02","L3 larvae, light blue gut PS(3-6)01","L3 larvae, light blue gut PS(3-6)02","L3 larvae, clear gut PS (7-9)01","L3 larvae, clear gut PS (7-9)02"
CG5112,16.8624,16.8624,48.8853,48.8853,47.9843,47.9843,37.1722,37.1722,34.3442,34.3442,39.2466,39.2466
CG4673,16.1784,16.5998,29.7224,29.91,26.0157,26.95,32.7944,33.8618,51.7788,52.1933,58.3986,58.8402
jigr1,21.4329,21.4005,11.5218,12.3261,10.0375,10.8348,18.0815,17.2658,20.2283,22.0687,28.72,28.8217
CG5028,234.36,249.037,182.591,190.614,166.58,177.795,95.4543,104.232,63.8163,70.843,45.7191,51.0764
RpL27,1976.65,2002.49,1993.53,2019.92,1526.47,1549.26,1266.54,1279.42,1119.98,1132.35,1181.08,1196
CG4774,30.9399,33.7541,28.0681,29.9345,23.7623,26.2263,27.773,30.3294,28.1089,30.399,27.9801,30.6701
CG5886,11.8369,12.4262,16.987,17.8328,16.4807,17.2753,15.6636,16.4173,18.765,19.6639,23.2983,24.4121
CG5913,10.6113,10.6113,11.4451,11.4451,11.4254,11.4254,12.082,12.082,16.6384,16.6384,18.1024,18.1024
CG42235,53.861,56.4799,41.3347,43.1245,47.1349,49.4804,47.2086,50.032,55.9861,59.3791,35.6583,37.7081
m1,248.292,384.213,150.213,231.872,98.1749,152.064,263.044,408.412,169.013,262.316,76.6588,118.678
gro,26.7691,26.599,18.6689,18.5456,15.5366,15.461,15.7119,15.5563,28.7497,28.4838,31.7809,31.4663
CG14542,17.1958,18.9283,18.345,20.2273,19.0445,20.9473,29.7595,32.6195,40.9803,44.8995,53.2481,58.5757
Dak1,71.683,66.1921,80.9285,68.2107,71.7671,67.2479,47.942,46.0423,53.5744,48.8863,58.972,50.0362
RpL34a,266.833,280.013,332.338,347.933,247.359,257.397,153.266,160.13,145.497,152.489,151.23,157.58
CG34291,687.39,289.414,444.717,257.37,593.34,174.84,922.705,457.305,255.464,144.585,35.957,10.4101
scrib,26.345,24.1286,16.3399,15.5252,16.1883,14.8621,12.2141,10.2269,22.5854,20.9663,25.5969,21.6851
CG5484,28.8407,29.7905,45.1873,46.7008,31.7347,33.8333,23.3364,26.4229,30.4436,31.5742,32.5299,34.5757
CG6403,394.95,565.952,338.12,478.463,151.382,213.779,212.765,303.649,97.1905,138.72,48.5342,68.7064
His2Av,107.824,123.027,129.962,148.67,69.6929,79.8033,93.5119,106.717,128.175,146.469,137.922,157.409
BM-40-SPARC,412.41,503.05,418.415,512.119,601.604,727.138,172.221,214.26,115.898,143.636,72.174,87.6579
sda,17.2062,16.0682,11.3673,11.0238,17.4521,16.7986,12.8582,12.5785,16.6716,16.2165,15.4483,14.7184
Tsp97E,29.3261,27.9279,20.4887,19.6262,20.494,20.1339,10.1273,12.0388,20.3988,24.2403,55.6616,57.2973
CG14253,29.4468,26.2276,14.3182,12.9183,16.3025,13.4836,12.2338,10.7968,14.3428,11.9161,42.0208,36.9234
CG31075,121.922,130.298,116.965,124.256,311.049,329.432,444.486,470.236,580.643,614.427,442.736,469.992
CG6296,32.7733,35.3147,209.63,225.9,115.654,124.457,233.868,252.367,79.787,86.1842,28.8655,31.101
CG6295,142.321,163.947,131.081,151.035,161.015,185.45,141.047,162.359,99.8423,115.054,33.9896,38.9837
CG6283,147.305,151.633,83.1771,85.6002,460.003,473.34,217.875,224.277,464.15,477.605,369.833,380.669
Mdh,147.478,116.631,85.7206,68.573,97.7156,76.9696,57.0904,45.0709,46.3638,36.9512,28.5942,24.4964
CG31063,56.3947,56.4342,47.7956,47.809,46.284,46.331,33.463,33.4783,22.884,22.8926,18.8331,18.8381
TfIIA-L,46.4338,45.9906,33.7232,36.425,37.5551,38.7586,41.7662,42.8185,56.1788,59.4979,66.274,68.9651
woc,29.5743,30.3581,25.2854,25.9417,19.7312,20.2224,18.4699,18.9685,28.4047,29.1149,29.4046,30.1642
CG5934,15.1761,16.8795,14.5222,16.1872,10.8498,12.0626,13.7744,15.3536,17.9478,19.9772,22.6487,25.2232
mrt,30.0908,29.0788,13.8158,13.6578,14.5669,14.5361,13.4282,12.8175,16.8478,16.3187,14.1221,13.4884
bigmax,36.964,41.2503,21.6806,23.7896,20.3792,23.3607,33.7667,36.6969,36.7883,41.2288,29.3645,30.7573
Hmu,51.8854,52.8116,127.143,129.515,84.1909,85.7322,81.7671,83.2758,98.4504,100.321,116.331,118.612
CG3348,149.046,266.192,158.537,282.154,144.452,256.98,105.936,188.543,148.419,263.277,49.3885,87.0977
wdb,33.3042,35.3503,31.0176,33.5921,27.2671,30.6465,19.2429,20.7133,33.0149,35.8492,34.093,38.199
Mtl,11.6185,12.6839,13.5109,13.9753,10.9747,11.6092,10.8148,11.2894,18.6903,20.3058,37.0094,37.1727
Mlc1,1353.85,1274.99,1770.06,1668.67,2236.77,2531.54,1760.12,1795.18,791.935,808.779,283.373,265.947
CG5590,86.2804,86.2804,113.986,113.986,113.313,113.313,104.187,104.187,88.961,88.961,79.8458,79.8458
ALiX,34.2311,33.2081,32.4177,31.4416,38.0344,36.9282,39.2637,38.0909,49.5061,48.0658,56.1254,54.4324
btz,14.6935,14.3876,17.4984,17.1512,14.1162,13.6971,10.5418,10.2489,17.3418,16.8183,15.0839,14.7938
mRpS22,93.0625,93.2888,86.8669,87.0929,68.7257,68.8862,29.1391,29.1407,26.8648,27.0603,26.8775,27.1717
CG4980,11.7377,11.9313,13.7129,14.147,11.6012,12.234,12.3193,12.8615,16.7568,17.5183,15.1423,15.5834
RpL4,3580.77,3321.8,2620.53,2431.62,2255.01,2093.2,1580.87,1466.79,1625.04,1507.99,1466.97,1361.22
CG5508,36.842,37.2814,37.7709,38.3344,42.3016,42.4309,35.8522,36.0081,37.2599,37.3991,62.0015,61.761
Gp93,195.531,196.358,314.33,315.785,275.106,276.324,158.854,159.558,192.157,192.976,191.686,192.492
larp,70.6055,44.9772,36.5065,24.382,53.2702,34.9289,14.4048,10.0924,26.1239,17.5019,18.6452,14.3954
Gfat2,59.6159,64.8633,56.9155,61.8831,51.2742,55.7348,47.0534,51.1793,46.9348,51.0183,40.2754,43.7018
Moca-cyp,25.6599,26.0031,20.7043,20.8951,16.1514,16.2945,15.2351,15.3259,21.0175,21.1528,23.1747,23.3828
Ppn,100.754,107.273,75.7525,79.5522,87.367,91.8601,25.3721,26.6776,23.8979,24.6562,27.3956,28.3632
Noa36,39.2809,43.4396,33.9766,37.5342,28.4024,31.3753,24.4806,26.9928,25.3405,27.9331,30.3545,33.5625
Hrb98DE,128.876,124.053,98.6354,97.6746,92.2688,92.1357,68.6693,68.7439,145.763,143.23,160.302,154.856
CG1646,32.3105,30.7289,25.1921,23.2956,20.5391,20.1833,19.9037,19.6018,29.2729,28.6589,31.9124,30.1761
WASp,19.821,20.4148,25.2501,25.8812,18.1196,18.6125,13.9429,14.5211,23.5754,24.6031,24.4141,25.0644
inx3,33.7009,36.949,43.5392,48.575,36.3615,38.8502,48.5661,52.8406,92.9352,102.661,131.854,150.782
Doa,41.6043,42.6596,32.1578,31.6097,38.1503,38.3393,27.4128,25.3752,56.0543,56.628,139.116,140.173
beta4GalNAcTB,12.4212,12.1953,12.6031,12.4115,12.8713,12.5641,14.9673,14.5674,13.7853,13.5145,15.046,14.5802
CG11876,367.598,390.672,351.609,371.948,348.256,366.631,139.953,146.675,99.2388,103.875,73.1715,76.5192
CG11880,13.4894,13.2387,15.6918,15.3857,17.7908,17.5378,18.1526,17.7521,39.1742,38.8798,144.197,144.814
Vha100-1,32.8731,33.3973,31.5343,29.1072,24.4121,24.3664,30.1611,28.5949,43.1559,40.0383,46.1729,44.5658
Pglym78,345.633,376.861,383.932,419.152,364.657,397.524,336.216,367.406,181.675,198.599,74.2143,81.1755
Rpn2,39.9117,41.3246,81.8794,84.7778,61.2327,63.4002,86.3301,89.3787,166.013,171.877,221.886,229.725
CG11899,24.7949,27.3658,55.8154,61.8483,39.6587,43.9039,19.4918,21.5537,69.8482,77.2223,160.155,177.152
Ef1gamma,1309.51,1292.33,1656.85,1634.52,1421.94,1404.79,1162.46,1147.08,1132.01,1118.4,1117.72,1102.98
CG1458,83.6607,97.3015,94.5328,109.94,114.091,132.381,80.1978,93.2666,70.9613,82.5504,63.1252,73.1144
Cnx99A,81.0145,86.6766,117.122,113.211,77.448,83.2632,59.6037,63.5561,87.3692,93.4412,99.3407,96.4653
Spase12,78.7521,91.2278,187.026,216.737,102.828,119.213,132.63,153.956,119.389,138.298,115.78,134.065
Trc8,13.565,14.2719,14.4303,14.9951,17.0262,17.724,20.5941,21.5459,39.0349,40.5534,43.0014,45.0885
CG7567,92.3514,123.379,193.797,258.837,196.77,262.895,328.591,438.959,336.613,449.784,280.16,374.285
CG11470,40.6929,40.6184,78.1091,77.7088,87.0996,86.2735,111.141,110.756,130.287,129.536,106.982,106.415
alph,61.3765,59.8796,63.2822,61.8953,44.7637,45.3654,40.9836,40.4929,66.1595,64.5095,72.8745,76.7507
CG1907,112.324,115.303,124.644,127.953,147.932,151.808,89.5699,91.9377,36.7722,37.737,22.428,23.014
Obp99a,132.935,201.283,108.497,163.742,174.859,264.278,131.285,198.721,130.738,197.673,90.953,137.782
Bub3,18.5681,20.7752,19.4746,21.5453,16.4198,18.2348,29.9177,33.1923,34.547,38.3183,43.8935,48.4834
Obp99c,200.612,271.927,289.128,394.332,703.678,947.675,470.634,635.559,370.618,500.287,261.874,354.186
Pcd,75.5751,87.4185,41.3547,46.8385,83.7574,96.8566,95.0218,109.692,108.884,125.677,98.0565,113.326
CG7598,26.7866,31.2791,26.1773,30.5179,23.4844,27.3066,17.2419,19.9856,16.788,19.4716,15.3414,17.8298
CG1969,49.2179,46.1788,70.1565,65.4813,100.382,100.851,70.1356,67.7331,67.34,63.2647,70.9723,66.0052
CG1972,16.1506,16.8551,19.3275,20.0779,16.4926,17.1638,15.9728,16.6315,20.2429,21.0826,21.2415,22.1115
ATPsyn-gamma,864.468,864.991,852.133,852.914,803.115,803.434,398.596,398.894,208.316,208.431,162.817,162.852
kay,31.1017,30.9762,26.3356,26.2407,36.134,36.111,30.7002,27.1189,49.5059,49.9995,60.9695,56.1157
CG7834,158.818,172.402,234.478,254.265,259.79,281.32,144.16,155.105,105.795,113.92,94.01,101.037
CG7789,17.6526,19.742,29.157,32.6094,17.8574,19.9221,14.571,16.3838,15.0066,16.8332,13.9846,15.651
CG31033,12.8407,12.8334,12.1381,12.1619,12.1227,12.3287,16.5535,16.7739,20.0819,20.167,20.6287,20.6066
CG15514,15.4317,15.6989,12.7992,13.1661,10.0378,10.1784,11.9139,12.0108,15.6539,15.7734,18.0056,18.2715
RpS8,3048.22,4766.98,2490.25,3890.93,2083.77,3254.76,1688.85,2632.27,1612.03,2504.68,1575.67,2428.98
CG7816,15.1775,17.0096,11.7488,13.8843,15.2937,17.6375,40.7908,47.1301,85.631,101.425,111.411,135.496
CG31038,11.7566,12.3603,21.4807,21.8897,14.6661,16.4149,10.6595,10.6522,16.7972,17.0081,17.1309,17.5662
Jon99Ciii,459.323,459.323,840.437,840.437,672.966,672.966,2232.74,2232.74,1322.12,1322.12,516.828,516.828
Jon99Cii,348.629,258.108,601.155,427.591,970.849,833.787,1580.87,1242.77,1198.98,1018.3,306.835,210.02
Jon99Ci,274.092,334.11,195.558,238.365,159.22,194.012,111.029,135.319,65.2588,79.5522,30.6477,37.3603
eIF2B-alpha,23.9824,24.9382,26.9666,28.0722,19.2951,20.0101,15.9772,16.5978,14.6844,15.1782,19.5876,20.3788
CG7911,176.83,234.171,163.224,221.931,101.03,137.587,77.0981,100.523,83.0943,109.252,112.869,143.505
Nlp,170.832,168.193,246.38,242.587,156.074,160.175,128.122,131.356,154.346,158.386,200.944,205.045
CG7920,507.536,545.228,384.977,413.568,528.974,567.594,314.302,337.624,141.358,151.795,78.9271,84.8096
janA,17.3991,17.3986,40.832,40.8302,32.1253,32.1217,40.0588,40.0561,45.955,45.9649,63.7749,63.7664
Sry-delta,26.1947,26.1483,18.7721,18.7204,14.6713,14.5605,13.9784,13.9465,18.0428,17.9708,19.9502,19.8486
RpL32,4893.95,4899.38,3560.87,3561.33,2902.72,2904.89,2429.71,2431.38,2248.27,2244.49,2159.71,2139.46
sima,41.7895,45.5692,36.0541,39.2267,33.873,36.9312,16.2621,17.7314,27.1715,29.6603,31.4669,34.2613
Tpi,500.658,606.405,549.82,665.784,702.081,850.165,698.995,845.704,374.322,452.928,166.046,200.21
Mlc2,4443.7,1966.64,4072.09,1934.92,7329.26,3275.96,6454.47,2853.14,3025.02,1306.16,712.698,325.047
CG1983,13.8499,15.5901,14.5197,16.1764,13.2214,14.8391,10.5078,11.9162,10.2688,11.6717,10.9704,12.257
RpS7,3079.26,3668.61,2600.38,3096.4,2013.72,2397.83,1650.82,1966.04,1504.28,1791.15,1510.66,1800.2
CG9682,62.9961,65.6629,60.3099,62.8477,51.0289,53.1515,141.069,147.042,147.639,153.9,75.2331,78.4189
Fer1HCH,544.876,503.226,540.138,500.257,519.075,486.961,879.852,819.367,813.238,755.448,786.504,725.621
Fer2LCH,478.361,508.615,509.527,543.005,454.806,461.905,756.879,803.326,697.278,742.841,690.655,736.011
aralar1,55.3456,57.2876,55.0995,56.7464,70.2541,72.6117,38.9412,40.2428,30.9938,32.0212,40.0869,41.0453
CDase,30.5275,30.6641,25.5161,26.5109,18.148,18.0828,29.4113,29.6409,18.801,18.3846,17.5968,17.5446
PH4alphaEFB,19.7875,18.1967,28.7665,27.5153,40.6746,38.7392,20.5702,19.4306,22.2307,20.8576,28.7047,27.2628
Jon99Fii,858.173,858.173,1234.93,1234.93,791.007,791.007,926.496,926.496,657.321,657.321,246.102,246.102
Jon99Fi,959.852,959.852,1312.05,1312.05,799.913,799.913,1484.03,1484.03,1029.22,1029.22,408.632,408.632
tmod,68.0488,62.3749,61.7013,57.6238,55.2708,52.5245,46.973,44.7281,77.6119,70.2694,129.774,118.57
CG2246,68.7099,69.5886,41.1057,41.5249,33.7228,34.5642,34.1737,35.9787,38.3866,39.7679,42.2072,42.5622
dj-1beta,28.0271,40.9638,53.1399,77.5402,57.6962,84.5749,54.4302,78.9652,44.8966,65.3824,40.9997,59.6021
CG31012,23.2844,23.9427,19.7855,19.8478,20.4948,17.554,18.3028,18.953,31.8759,31.7944,39.3172,38.6274
Sap-r,68.2972,70.0685,91.6405,94.0821,130.247,133.732,350.077,360.142,713.834,734.025,1064.16,1095.19
Aph-4,78.7526,83.4077,76.0858,80.617,84.2591,89.2388,16.6789,17.6759,17.5596,18.5683,30.1509,31.9354
l(3)03670,150.937,166.786,164.294,181.143,153.13,168.029,91.725,101.046,59.4312,65.5753,51.2001,56.1688
dco,26.4012,28.3098,23.0381,24.5403,19.2881,20.591,15.4582,16.4797,27.9411,29.7348,47.3417,50.3247
CG31004,86.0701,85.9476,64.3589,64.4616,37.1538,37.1478,39.575,39.5672,39.7952,39.832,39.1488,39.1149
CG1542,86.6081,89.7891,42.868,44.3616,22.9267,23.71,13.8808,14.3793,16.2379,16.82,17.8574,18.5259
CG1746,2575.67,2663.98,2495.92,2731.29,2611.42,2720.71,1014.92,957.927,537.233,516.144,444.638,478.225
CG12054,23.8856,23.8827,13.7943,14.0208,13.7909,13.8338,11.183,11.0461,23.2077,22.5913,18.6494,18.1732
CG1607,42.994,42.7152,31.0696,30.9878,21.3781,21.3562,16.9141,16.746,35.4503,35.4322,93.8296,93.9824
CG11334,85.8604,85.8264,83.9634,82.0518,71.4319,71.3425,49.0245,47.8732,31.1066,31.3873,24.6192,24.0928
gammaCOP,40.5699,43.2272,62.5295,66.4968,44.5431,47.4117,38.8614,41.4023,42.2858,45.1178,40.5487,43.2582
RpL6,2170.38,2744.11,2018.82,2549.12,1450.88,1832.15,1198.63,1514.13,1153.99,1458.4,1250.23,1579.48
CycG,376.292,389.96,304.077,328.636,289.95,298.146,191.321,198.164,301.687,314.54,266.064,298.604
CG1890,14.4645,17.0499,25.2048,29.654,25.8817,30.4427,37.2905,43.688,41.6202,48.7237,50.7308,59.3083
awd,931.575,977.658,1306.94,1371.28,1208.27,1267.21,665.625,698.12,639.678,670.839,625.244,655.734
CG1910,37.7655,38.0471,39.723,40.4937,31.799,32.2234,33.8056,34.1177,50.9489,51.7582,53.8021,53.0479
l(3)s1921,62.4232,62.4232,38.3649,38.3649,27.4222,27.4222,19.5535,19.5535,21.8956,21.8956,21.4969,21.4969
faf,27.9194,30.1099,25.065,31.0472,26.925,27.6926,25.0991,29.1662,35.7545,38.9403,34.9272,49.9868
CG2118,37.1408,37.2218,37.0048,37.4022,45.5267,45.6491,17.103,17.1063,14.0342,14.0847,15.5999,15.8367
CG11576,23.749,25.3048,20.0725,21.2836,11.1875,11.9165,12.365,13.1844,10.8178,11.5138,13.6046,14.3975
ferrochelatase,43.7472,44.5022,52.8935,53.4554,41.5724,42.2569,23.7416,24.2927,24.4902,24.9861,25.3427,25.6326
heph,26.5763,26.8788,14.3525,15.6671,10.3601,13.6972,21.659,28.9053,71.0296,72.569,75.001,83.8025
mod,182.764,201.148,132.153,145.107,86.4561,95.0326,35.9162,39.5709,41.0436,45.1433,56.7591,62.3576
Map205,13.2498,13.803,20.8133,21.3228,20.5623,21.2747,18.3677,19.0001,39.0109,40.1399,46.8419,47.6557
CG41099,11.8946,12.9099,14.8109,14.9288,10.5274,10.5722,10.9076,11.0183,14.9713,15.0893,23.6213,26.5074
CG41128,23.7218,22.594,71.7733,70.3367,46.7255,42.1699,33.3152,33.3541,25.2239,25.2481,33.4229,30.4027
CG40451,48.5203,54.3339,76.504,85.7072,66.2536,74.2559,53.8318,60.3338,58.4178,65.4011,90.596,101.501
Alg-2,15.0709,30.4388,20.5244,40.5591,18.3175,37.0243,21.0265,42.7958,24.2403,48.9307,41.7196,83.0078
Gfat1,94.9714,91.6258,114.744,109.075,183.355,177.089,87.6493,84.9682,68.2143,66.9077,61.9963,60.2459
RpS3A,1634.05,1732.71,2202.69,2341.34,1777.28,1899.47,1447.96,1556.29,1400.79,1491.52,1760.73,1861.86
Ank,31.4633,31.6862,31.0444,30.9735,26.6232,26.9535,25.166,25.2311,44.8895,45.57,67.8885,67.1046
CG32000,23.8679,23.809,27.1385,26.6026,19.0234,18.5967,15.9441,15.9303,25.8575,25.8543,44.7152,42.277
CG31997,24.376,41.9227,78.7126,135.048,64.1164,110.069,45.6459,78.3584,48.3315,82.9311,49.4126,84.6847
CG2316,32.825,28.1939,49.8434,47.0019,24.3877,24.3787,30.2812,30.3571,38.4609,35.7543,57.9525,55.6761
Crk,12.1661,12.9472,17.3153,17.872,13.4942,14.8156,17.9421,18.2469,22.8333,24.0913,43.716,45.8956
CG1674,65.0487,67.932,97.5351,102.426,129.257,139.367,114.206,122.817,75.8948,80.4317,60.9645,63.3207
Rad23,32.9754,35.8418,49.1706,52.4846,38.9663,41.9087,51.3886,54.9501,77.4472,82.7562,134.447,144.269
CG2177,10.9814,12.0778,14.5378,16.083,11.0141,12.0482,12.1181,13.3775,16.3559,18.0565,29.9321,32.8599
CaMKI,20.359,23.0625,25.3321,25.2673,37.1428,39.4638,58.6479,57.8117,73.0266,72.1953,95.4911,94.1364
CG1970,178.697,187.455,200.567,210.38,175.013,183.595,89.8956,94.3039,57.9176,60.7538,63.5703,66.6986
gw,47.2418,50.4459,34.9374,37.1367,34.7787,36.9834,34.3492,37.7515,61.779,66.0518,84.6569,90.2188
bt,42.9454,36.1932,62.9029,53.5209,109.895,95.5978,35.9002,29.4148,42.023,35.6353,27.4972,22.7922
CG11148,31.4932,30.8262,26.0023,25.2953,21.2134,20.6112,17.4987,16.8816,26.6755,25.9929,35.532,34.5191
eIF4G,65.1852,61.2135,95.8492,85.2215,76.2168,70.1297,37.5876,33.0121,54.4413,49.7829,79.32,69.6446
CG32016,12.7195,13.0001,12.6666,12.9391,12.4606,11.3715,13.7994,15.2693,22.8621,22.0085,41.875,40.4944
CG11076,94.7679,97.828,70.8243,73.1134,47.2015,48.397,16.9842,17.1737,21.2125,21.4207,27.3936,27.7921
ATPsyn-beta,2299.09,2437.85,2444.75,2569.55,2321.35,2477.67,1149.81,1212.59,575.862,605.71,439.761,467.111
CaMKII,46.8237,45.5568,38.916,39.4316,28.7685,24.2956,27.9109,28.747,38.8231,36.2283,50.3653,46.4289
Rfabg,108.083,110.754,317.883,326.286,561.127,576.71,336.357,336.44,282.983,290.87,164.112,167.99
cals,22.5852,21.7916,28.1619,27.3771,14.8615,14.3839,10.8746,10.4422,19.882,19.2999,40.2805,39.0047
Arf102F,36.7337,45.4508,66.8926,82.6293,50.7299,63.51,48.3496,60.0169,47.1884,58.7085,67.5093,80.6192
CG17471,12.9046,12.7195,16.1407,15.7243,11.3262,11.1368,20.51,20.4342,28.3376,29.6833,63.8129,63.141
CG17691,68.5505,69.186,87.3509,86.5862,83.8505,85.1066,56.8327,56.0981,43.1126,42.6087,58.1486,57.364
RhoGAP1A,19.8295,19.0214,23.35,22.3323,17.6996,17.0457,16.1211,15.5221,25.6446,25.0267,33.5188,32.6958
cin,12.6965,12.7537,16.7673,16.8151,13.4589,13.5338,13.032,13.11,14.8685,14.6576,21.241,21.0554
CG13377,27.6396,28.5327,16.3723,16.888,30.911,31.8816,37.0209,38.2149,31.0181,32.0994,27.0154,27.9295
CG3777,11.1958,11.1867,71.0324,71.0915,85.666,85.6931,16.9304,17.1371,14.4941,14.8454,21.3276,21.3383
Cyp4g1,29.556,29.556,74.162,74.162,111.863,111.863,110.604,110.604,74.1177,74.1177,67.9417,67.9417
CG17896,552.969,614.936,458.347,510.673,603.401,677.323,128.579,144.547,63.0839,70.739,43.2371,48.5871
svr,28.3619,31.9135,29.1014,32.2329,24.188,24.1595,31.9702,35.4758,55.834,62.3072,58.8266,63.5224
CG4293,11.5841,12.4488,17.045,18.2101,13.1543,14.1898,17.4661,18.6622,16.0458,17.3456,15.9266,17.2934
CG13365,29.6095,29.6095,32.055,32.055,26.994,26.994,20.7982,20.7982,17.0208,17.0208,16.0325,16.0325
CG13369,25.0306,25.385,22.5274,23.207,25.8611,26.7691,19.5028,20.2551,14.8156,15.3368,13.0492,13.5268
CG13364,154.279,218.213,163.445,228.918,134.909,188.569,90.4343,125.904,93.3389,130.52,113.609,159.057
RpL36,2637.59,2656.32,2331.62,2335.59,1989.99,2000.36,1729.11,1733.43,1630.1,1635.95,1672.8,1675.65
Dredd,16.1073,16.4847,13.7257,14.0557,11.1598,11.4441,15.9764,16.3841,18.0918,18.5163,22.5376,23.0761
Roc1a,57.1345,60.7806,74.7082,79.4869,67.2124,71.4265,78.2454,83.2477,102.854,109.38,124.567,132.428
SkpA,109.26,118.854,128.003,136.487,117.956,126.868,160.431,169.186,170.612,181.301,200.473,221.669
CG5254,88.8534,96.8492,91.0324,99.162,77.148,84.012,107.417,117.105,93.2331,101.595,64.7142,70.459
CG5273,36.1219,40.6609,35.943,40.4562,57.7315,64.9508,43.8137,49.343,56.0995,63.1483,40.5422,45.642
RpL22,1419.19,1332.46,1266.25,1179.13,1106.32,1056.64,777.125,731.093,855.401,812.719,797.335,743.344
CR42491,565.658,612.102,460.959,513.25,209.818,228.387,182.227,204.139,182.115,199.659,384.319,417.385
CG16989,20.2662,20.2662,12.8921,12.8921,16.3273,16.3273,17.1899,17.1899,19.1338,19.1338,14.1782,14.1782
Rbf,25.518,22.3093,22.7783,20.0834,15.5201,14.1478,11.5788,10.3074,17.3512,15.6556,19.4052,16.8101
TRAM,101.544,111.353,200.443,226.782,219.532,242.118,109.801,122.106,99.1235,109.155,91.7114,100.294
CG3699,602.716,612.082,442.407,449.031,553.266,561.705,61.321,62.2197,24.1131,24.4899,13.6877,13.9016
CG14629,110.27,110.27,162.648,162.648,271.814,271.814,295.018,295.018,302.944,302.944,225.061,225.061
CG11378,71.3334,93.2059,78.0409,101.865,49.6256,64.6756,55.0594,71.6796,25.8039,33.7285,24.1183,31.2904
CG11412,40.6915,41.9835,29.6495,30.6484,28.0655,28.7444,22.3342,23.0784,27.1865,28.0656,33.3744,34.4067
Tsp2A,79.5949,97.727,47.218,58.2825,38.9118,49.0225,49.3814,60.4341,34.8774,42.5734,33.3958,41.5556
CG12773,29.0771,29.6873,31.6135,32.1427,27.8782,28.7083,24.7194,25.0461,36.6497,37.301,43.1491,43.7574
CG3056,30.0496,30.4816,20.688,20.933,17.3824,17.8645,18.0582,18.5557,30.9099,31.4979,35.4085,36.0309
SNF1A,45.6976,47.0012,34.5828,35.5142,36.8819,37.9602,41.3428,42.4984,49.3882,50.7929,45.8074,47.051
CG3719,22.8366,28.1679,24.4633,31.4938,31.2957,39.3575,28.7526,36.5498,18.8195,23.9318,19.4175,24.0354
CG14777,91.8507,115.347,49.5818,57.6639,25.4927,31.3119,15.1815,18.8356,11.0757,13.2158,11.1299,12.9291
pck,35.2519,40.6268,18.3422,21.3169,15.1509,17.9885,24.3498,28.2187,36.0413,40.9006,41.1688,47.2807
CG14782,37.569,41.2868,32.5113,35.3243,34.1018,36.4085,35.6247,35.9091,45.409,45.577,44.0139,43.8304
sta,3627.72,4098.62,2653.04,3011.79,2493.67,2843.55,1600.11,1832.14,1699.01,1934.6,1475.69,1689.08
CG32810,24.2542,22.541,16.1285,15.3237,13.2793,13.2367,15.3123,16.1481,27.9308,26.965,36.8547,37.1682
CG3740,21.2432,23.2854,17.6061,19.2029,20.8625,22.7508,22.173,24.1339,18.6272,20.3438,15.8653,17.3117
hfw,14.0705,14.2833,13.1161,13.5297,13.3827,14.0122,22.7733,23.923,25.0667,26.1664,27.8386,28.5925
CG14812,17.4168,19.7614,18.524,20.5047,19.1613,21.4662,34.645,38.967,34.4083,38.9669,44.7326,49.7472
deltaCOP,69.981,67.9941,100.491,97.0959,73.6113,71.3856,58.8338,56.7597,61.4487,59.3006,56.8275,54.7792
MED18,12.8199,13.5533,14.456,15.4285,12.1777,12.8525,14.9989,16.0143,15.512,16.417,20.1432,21.2183
CG14815,19.9987,20.0705,22.0322,22.0804,22.8944,22.8899,26.5681,26.7304,23.8156,23.9165,19.6938,19.7262
CG14817,71.1967,100.645,75.0756,102.412,56.1324,76.9314,31.1591,43.1224,25.2054,34.5115,27.0953,37.5249
CG14805,49.9936,51.3951,30.1145,30.9996,20.7664,21.4906,12.4543,12.8566,15.6419,16.1395,16.8357,17.2474
CG14818,70.1925,78.5139,81.7701,91.2631,78.5558,86.9354,117.723,130.784,94.8051,105.222,88.6171,98.7418
CG14806,21.9647,23.889,22.1447,23.9131,17.5577,19.1103,13.3383,14.3957,12.7849,13.8935,15.2704,16.5293
mRpL16,56.9427,68.5607,59.253,70.2185,40.8477,48.2293,19.6323,23.0038,22.312,26.3931,24.2117,28.4874
arm,99.2345,97.9307,81.6376,82.5442,58.1397,58.4232,84.9229,85.6431,132.508,133.29,162.757,163.853
eIF2B-epsilon,26.9577,28.9916,22.0887,23.6678,18.953,20.2434,11.8264,12.6865,15.3963,16.4704,14.6339,15.5808
CG3573,18.0363,18.3581,13.4178,13.6242,10.805,10.9578,10.0369,10.1503,13.6234,13.8069,13.5591,13.8055
CG11596,13.8266,14.678,11.0874,11.8396,11.8462,12.6574,12.8046,13.5381,15.6618,16.5781,18.5006,19.5684
CG4406,15.0956,16.5233,16.2363,17.7926,14.5874,15.9279,17.741,19.4218,18.7122,20.3359,17.4851,19.2204
Actn,317.563,286.207,326.861,299.808,486.001,410.506,244.391,222.279,170.374,152.023,76.2981,72.0377
CG4199,23.0555,23.7439,28.5002,29.0799,32.895,33.643,38.4239,38.8346,58.7266,59.1038,51.103,51.3795
