gene,Hillucens SD1,Hillucens SD2,Hillucens SD3
AAM11125,1.80168,1.79511,0.986774
ACT82949,82.5025,44.669,88.5974
NP_647765,4.1327,3.58952,2.94331
NP_001259101,3.42112,4.12438,3.36427
NP_524319,0.316969,0.24741,0.440614
NP_001261344,0.3755,0.423763,0.49096
NP_001260451,3.19989,3.39725,2.97837
NP_001261871,14.8038,12.1503,12.9239
NP_001286628,115.259,119.736,141.889
NP_001262066,3.26715,2.55639,2.74235
NP_572423,2.34182,1.89073,2.04365
NP_611871,0.096753,0.0995335,0.0533081
NP_001287008,2.6224,3.53148,2.39661
NP_609203,3.39177,2.90837,3.17193
NP_660194,0.270778,0.389104,0.141086
NP_001303440,2.5676,2.36241,2.77891
NP_001097639,0.557954,0.544888,0.351363
NP_611651,6.20002,6.02615,5.87004
AAR96126,0.706959,0.541091,0.592976
NP_649865,2.00883,2.5201,2.03196
NP_610264,0.668799,0.810517,1.46244
NP_650933,0.711787,0.985865,0.910981
AAM29361,3.98601,4.91588,3.61563
NP_609115,2.85275,4.08733,2.08684
AAM52624,44.8544,23.7504,44.4034
NP_572168,0.726608,0.984097,1.14523
NP_477240,2.83088,1.97968,1.986
AAL68349,18.6744,17.5549,14.4588
NP_996022,0.533917,0.383506,0.449115
NP_609444,14.7774,11.2707,14.4838
NP_572402,0.836693,1.09683,0.875457
NP_001245404,515.318,558.021,481.407
NP_611636,5.41926,5.88148,6.62659
NP_001261410,4.45091,4.38263,4.49917
AAL28535,2.96559,2.17606,2.93383
NP_001262819,9.63392,5.27813,7.81432
NP_731649,0.311903,0.297747,0.237518
NP_001015387,7.5498,6.47036,6.62657
NP_609040,16.9043,17.3642,16.2283
NP_648929,0.881455,0.770401,0.552965
NP_610986,7.48239,5.90394,5.99391
NP_524111,0.816294,0.424129,0.71089
NP_001137978,4.17428,3.26263,3.12033
NP_788550,9.92357,10.4477,9.68151
NP_001286611,32.6621,9.32055,19.287
NP_524191,0.504646,0.438464,0.599964
AAY54713,1.81449,1.69998,2.06837
AAL39431,1.91905,1.43086,2.07579
NP_001189228,3.36809,4.15571,3.48656
CAB53644,0.544524,0.321887,0.488866
AAK93269,0.450055,0.816186,0.532016
NP_001014579,4.82988,5.38585,5.62225
NP_649950,4.55948,2.90624,4.18264
5CQQ_A,1.03484,0.449574,0.684445
NP_001262072,3.46995,1.79607,3.23895
NP_650780,7.55988,3.87909,6.9105
NP_573044,1.75349,1.10243,1.96232
NP_651556,7.18851,11.2537,6.7087
NP_001259854,5.86217,3.48466,4.6827
NP_001188916,33.9747,19.5108,11.3592
NP_524606,3.57405,1.64854,3.88713
NP_650673,1.05337,0.896396,0.956441
ADB25326,2.58813,2.45708,2.58171
AAM29304,0.33523,0.333803,0.41467
NP_001260585,0.350202,0.22396,0.378083
NP_725535,0.35895,1.19839,0.529819
NP_001260495,8.3927,7.69338,7.37505
NP_651209,3.9149,4.09108,2.56747
NP_572384,4.45461,2.8427,4.30164
NP_001162693,48.2854,28.649,48.7933
NP_476979,1.99907,2.13038,2.09302
NP_651191,0.417547,0.283021,0.471979
NP_649139,60.2898,20.2453,49.0332
NP_572952,2.01552,1.65708,2.06546
NP_524318,7.71151,6.81607,7.47075
NP_725169,2.50734,1.91931,2.09649
NP_001014528,2.96962,1.9107,3.34045
NP_001285277,3.87948,4.48829,3.30837
NP_001263038,0.614421,0.816407,0.776811
NP_001261904,0.673285,0.553352,0.512795
NP_569870,7.02141,5.09497,6.48097
NP_610538,1.29788,1.20841,1.06597
NP_001285446,22.5039,14.48,21.1263
NP_476837,0.503022,0.270363,0.367883
NP_610797,1.19072,0.79164,0.665391
NP_523391,1.78291,2.80886,1.14385
CAA15941,9.98692,6.85067,9.50078
NP_001285455,3.24839,3.73452,3.94532
NP_001033899,99.6301,75.0133,102.705
NP_651595,1.60334,1.0457,1.12078
NP_511094,3.08157,1.88031,2.71504
NP_609847,4.21584,3.92879,4.02008
NP_727976,5.43892,5.48178,5.14399
NP_511119,2.06095,1.96515,1.77156
NP_649364,0.734054,0.7087,1.05272
NP_001260173,1.93733,2.04973,1.95174
NP_001261955,40.0195,22.4379,40.2779
AAL39440,4.68092,3.76076,4.00102
NP_001262068,1.05402,0.807975,0.347547
NP_608602,1.117,0.759099,0.911575
NP_648439,2.22354,2.31837,2.55468
NP_608830,2.20235,1.99434,1.77555
NP_647809,2.46474,3.92991,2.85278
NP_477011,0.209837,0.768939,0.203973
NP_731510,7.87615,2.65296,5.79779
NP_729681,0.112056,0.0679067,0.199717
NP_001259172,0.418918,0.624526,0.453886
AAF72065,1.07772,1.67749,1.14335
NP_477469,3.2401,5.12849,4.11163
NP_651578,101.104,29.8583,55.4675
NP_725175,0.122014,0.0661012,0.0560675
NP_001259970,403.305,401.402,439.606
NP_569993,0.817597,0.646621,0.934117
NP_001097185,0.494345,0.530526,0.4958
AAD46853,78.8604,48.0391,72.0532
NP_001259844,3.32483,2.18407,2.60201
NP_611223,4.49291,5.04919,4.21809
NP_648210,4.44673,2.90267,3.33542
NP_001286941,16.8248,9.66437,15.0671
NP_001027208,0.296149,0.381021,0.359969
AAG17032,59.4004,70.48,60.2723
NP_660192,2.31098,1.6012,1.66901
NP_610929,0.516129,0.712639,0.591021
AAO25051,5.51132,4.29587,5.2617
NP_001368999,1.16395,2.16721,1.71613
NP_476646,2.30497,2.84269,2.11203
NP_001137751,1.03186,1.22473,1.29169
NP_477023,0.114428,0.174393,0
NP_001261702,0.543578,0.616724,0.543943
AEB39641,1.54333,1.32985,1.43561
NP_570020,6.82765,5.60948,6.72871
NP_729528,1.07018,1.8462,1.55509
NP_726372,3.93117,3.68001,3.87807
AAA28435,0.400109,0.454441,0.36222
NP_001261687,99.2371,63.125,95.0541
NP_001263082,3.05881,2.77036,2.44388
NP_523440,3.96813,1.85056,3.48089
NP_001286771,1.09012,1.3324,1.16974
NP_001036695,0,0.16678,0.309371
NP_001261994,22.987,26.8725,23.3701
AFH89824,32.1587,30.4201,38.5745
AAL89964,0.462955,0.413375,0.610218
NP_730035,4.0158,4.09187,4.15894
NP_723484,2.59176,2.2128,2.16181
ACY07066,1.06924,1.46405,1.33058
NP_001259308,0.419286,0.576179,0.380403
AAQ23623,1.13744,0.360229,0.580592
NP_536793,3.74897,3.98187,3.49728
NP_611228,36.1783,53.9193,35.1868
CAR93812,2.40313,1.77574,2.60752
NP_001260437,0.644267,0.656309,0.877672
NP_001246283,0.343886,0.606172,0.29127
CAA72505,1.43966,1.14427,1.33535
NP_651851,3.53611,4.37034,3.97993
NP_001285948,0.384346,0.351168,0.359081
NP_726111,2.14117,3.31024,3.60322
NP_608883,0.193273,0.346006,0.281456
NP_729788,0.778637,1.20507,1.10428
NP_001262821,28.3591,19.7941,29.8333
NP_611016,1.33438,1.27972,1.2977
NP_648273,13.4182,12.8239,14.3326
CAB64936,0.241379,0.267883,0.357827
NP_001287361,2.16266,0.974317,1.48883
NP_001262267,1.22965,0.820046,1.06121
NP_524358,108.735,72.337,110.929
NP_611400,3.69282,4.3033,4.55812
CAA70286,18.8521,12.1729,26.324
NP_001246759,2.93126,2.6437,2.87302
NP_725564,49.0802,49.3468,52.9885
NP_609936,11.0051,6.8661,9.79163
AAM29325,7.34862,2.02597,5.27954
NP_649694,4.4276,2.59064,2.89781
NP_001097640,3.66535,4.25832,2.68917
NP_523836,104.54,94.2816,95.93
NP_001285193,4.25462,2.59778,3.97099
NP_727512,2.01912,2.09161,2.63035
NP_611074,11.8643,4.57985,10.1947
NP_001163577,0.665076,0.484932,0.438707
NP_001287124,0.302951,0,0.31605
NP_524846,3.4711,2.88644,3.57389
NP_650540,7.27274,9.40178,7.03812
AAY54734,0.571623,0.498782,1.58399
NP_001286363,59.5641,103.906,74.2664
NP_524043,18.5642,12.5645,19.0054
NP_651596,6.16927,6.64077,4.77628
NP_647638,1.74653,1.36523,1.39403
NP_001260735,11.013,5.24196,11.2166
NP_001261630,12.2446,14.4479,11.6364
NP_001262669,9.33279,10.1354,8.74549
NP_001036387,509.824,543.936,535.272
ACX30017,39.4102,34.3726,46.3019
AAA17840,0.259378,0.232928,0.287544
NP_001027191,20.7029,9.7604,21.7703
NP_651876,383.778,471.21,437.469
NP_611606,2.99375,1.71438,2.86827
NP_001261247,11.2409,7.28322,9.55096
S58064,0.862845,1.41132,1.0721
NP_001188864,0.719507,0.632362,0.405288
NP_001261609,2.37715,3.80969,2.72311
NP_525111,6.0214,3.55749,5.74881
NP_001263144,0.636717,0.432979,0.773861
NP_524351,3.58599,1.7305,3.77067
AHZ64223,31.6072,18.3144,35.2541
NP_001303430,1.77608,2.1736,2.05224
AAM51118,2.18772,1.65795,2.63219
NP_001163480,15.5171,14.1397,15.2036
NP_608575,8.02177,6.22132,7.89857
NP_651335,0.970997,1.0877,1.46927
NP_648328,1.68071,2.04215,1.62589
NP_651457,0.921348,0.711715,1.19946
NP_524011,97.0762,64.9088,111.607
NP_648786,2.28856,2.2359,2.09133
NP_611693,596.675,656.808,588.633
NP_001260332,3.15391,2.36061,3.05768
NP_001261689,3.99814,4.40689,3.43366
6XU6_CC,346.304,426.845,389.171
NP_651967,5.04323,3.64259,6.07895
NP_731826,2.62065,2.50037,2.15249
NP_610273,4.23684,4.38352,4.28594
NP_001259663,12.4851,18.3812,14.5638
NP_611065,3.01884,4.25633,3.76768
NP_001287236,4.46874,3.87165,4.76592
NP_001259876,38.9425,22.1836,43.5832
NP_611383,1.09289,1.1281,0.813728
NP_650301,6.44097,8.86357,4.70164
NP_723549,1.66985,1.38236,1.86514
NP_649539,294.683,394.116,482.08
NP_651621,1.00058,1.0499,1.20543
NP_725252,3.53524,2.92258,3.6542
NP_001261111,1.08674,0.532273,1.00537
AAG16723,1.07781,0.720643,0.925323
NP_001188832,0.162185,0,0
NP_609037,24.6548,13.7715,23.8514
NP_649898,2.4252,2.77116,2.37961
ACL68756,0.451464,0.446137,0.646453
NP_650774,17.6113,12.7298,19.7923
NP_001097742,3.07686,1.87044,3.49267
NP_523473,6.56813,4.20747,6.97193
NP_647717,0.380839,0.361519,0.488418
NP_649202,1.73845,2.16301,1.64182
NP_611410,0.788497,0.911818,0.918239
NP_650067,6.89574,7.84446,7.51424
NP_001262699,0.845709,0.926495,1.01038
NP_001261508,0.126326,0.309651,0.33894
NP_001285661,7.60915,5.32631,7.62825
NP_001284791,0.356002,0.490535,0.461184
AAL48551,15.3515,8.02196,13.9815
NP_650695,2.01996,1.54529,1.47551
NP_609787,0.840714,1.55113,1.01007
NP_001261742,52.0701,28.7631,52.6331
NP_649588,11.6503,9.83307,11.038
NP_001286159,1.15104,0.843677,0.911022
NP_610605,0.970202,0.838749,0.961009
NP_001189122,3.48537,3.21735,2.29046
ALJ83355,2.33207,1.74893,1.86169
NP_476902,2.46687,3.14944,3.65189
NP_523676,7.03033,5.67965,16.1635
NP_723401,3.63946,4.68405,3.05819
NP_477006,5.87776,4.58938,5.19011
NP_611604,73.8491,97.7906,70.4508
NP_609949,3.52651,2.68012,2.67311
AAL13689,4.49327,5.62952,4.73381
NP_524910,12.9528,7.25719,9.97748
NP_649324,0.312154,0.318861,0.177897
NP_001163296,22.8433,10.7303,23.7284
ACQ66049,2.33243,2.70608,2.15989
NP_001263149,0.640618,0.587904,0.696975
NP_524476,5.6266,4.71556,6.30513
NP_649569,1.47857,1.63952,1.25613
NP_001247111,114.884,114.763,127.227
NP_001245509,19.5797,11.0242,18.6694
NP_611840,6.01043,5.74211,5.45225
NP_001284909,1.00212,0.72231,0.639063
NP_001259462,12.2474,9.0099,10.2594
NP_001188586,1.67466,1.66058,1.56111
NP_731599,9.15654,11.4013,8.49607
NP_001245766,2.38862,2.72976,2.57916
NP_609327,1.50267,1.87294,1.50455
NP_001262354,0.29098,0.160185,0.183983
NP_001287349,3.0105,3.01177,3.87309
AAL28680,0.604345,0.278903,0.62103
NP_001285018,23.3365,14.462,27.4841
NP_608511,0.810679,0.73883,0.731904
NP_572532,2.74988,1.79704,2.02305
NP_001261593,1.09376,1.19437,1.42773
NP_001285657,31.9222,20.0147,36.8075
AAY55376,1.19762,0.985826,1.14761
NP_001260015,0.323998,0.143717,0.496863
NP_647981,3.58364,3.08072,3.19996
NP_730982,0.84951,0.864572,1.04706
NP_001163080,4.50965,3.49105,4.15063
NP_651177,10.31,7.83892,7.87216
AAL90071,11.9896,8.54726,8.68084
NP_569948,1.67411,1.44572,1.57492
NP_648241,1.03698,1.16728,0.868383
ABC86396,0.728693,0.639795,0.805012
NP_523582,13.7138,12.0069,12.6598
NP_001286342,4.61994,3.95227,3.20574
NP_001286566,6.60821,6.38977,6.14503
NP_572311,0.54488,0.525978,0.468028
NP_572337,2.18492,2.04585,1.5258
NP_001286300,25.5937,66.107,23.8224
NP_729916,0.994764,1.60028,0.847011
NP_001262698,0.665776,1.04094,0.188883
NP_610343,2.59236,4.7961,3.75118
NP_511074,2.23746,2.0358,2.9088
NP_611983,69.1098,85.4297,59.3663
NP_610737,1.3461,0.889735,1.67756
NP_609404,1.52482,2.24146,1.65579
NP_001263083,0.529069,0.84066,0.448448
NP_001285679,0.418419,0.425729,0.525907
NP_001036740,1.32054,1.64258,1.77933
NP_996031,1.64103,1.8113,1.56836
NP_732364,3.0793,2.23978,3.21059
NP_001097094,29.4381,39.7408,18.3439
NP_649759,3.44824,3.76454,3.61064
NP_524523,1.51011,1.69674,1.38601
NP_724244,7.12324,6.1904,5.15574
CAR94133,0.253593,0.927357,0.657652
NP_001261575,0.953395,0.668704,0.655528
NP_001286891,49.1959,46.8427,56.9403
ABL84937,0.631883,0.723647,0.876025
NP_609190,3.42617,2.92667,3.50077
NP_001189212,0.476721,0.436616,0.609895
AAN71576,17.6189,13.4201,14.3582
NP_477034,45.711,58.0766,45.87
NP_647727,11.5141,54.4524,25.7208
NP_651237,6.5737,2.65695,5.84975
NP_648804,10.2557,9.28325,9.24766
AAY27479,11.1267,11.1183,13.9757
NP_001260872,2.09329,0.972347,2.64332
NP_647830,1.18493,0.769757,1.01659
NP_611177,1.47814,1.48889,1.23815
NP_723994,0.671215,1.08074,0.472361
NP_001285058,76.6772,24.8864,78.7507
NP_001285268,13.6333,22.8885,12.0766
NP_651872,1.66438,1.89249,1.65819
NP_001303458,0.787935,0.59652,0.836229
NP_610398,12.4245,16.5846,17.9153
NP_649157,1.39384,1.44928,1.29803
NP_001262724,2.35446,2.23894,2.30789
NP_610460,11.9369,11.5865,10.3199
NP_523966,3.78697,2.49877,2.25677
NP_001262598,27.1958,29.128,30.7245
NP_732486,22.6153,14.9609,20.5802
NP_001245743,0.708577,0.459917,0.603389
NP_650775,0.74126,0.376213,0.84422
NP_524902,8.93564,9.34782,10.8705
NP_572448,7.74665,3.20844,7.09658
AAN71110,0.116943,0.224397,0.472823
AEU08334,7.29425,8.36476,8.61096
NP_001261152,3.91773,3.81459,4.05167
NP_608779,0.123611,0.135763,0.0690826
NP_610094,0.979429,0.971796,1.06939
NP_001246702,1.30313,0.945603,1.11766
NP_523828,3.39449,1.63424,3.38928
NP_001138001,7.32037,7.35198,7.28178
AEC46900,22.377,20.3723,19.8529
NP_001188899,8.85958,5.07691,9.34936
CAL26784,95.4673,66.135,92.7956
NP_477134,61.0849,73.3912,78.8205
NP_001285124,61.2735,37.4928,58.5615
NP_650975,6.99218,8.57796,9.80691
NP_001260171,5.57551,3.65354,3.99811
NP_608929,7.00617,4.71937,7.42303
NP_001189144,7.46513,7.68468,5.91991
NP_001262430,0.525766,0.116703,0.248978
NP_001261971,1.06185,0.75676,0.922046
NP_001097990,1.07494,0.632157,1.01259
NP_001262561,2.34279,1.71511,2.12892
NP_001246380,2.69315,2.77274,2.56969
CAQ53523,14.0665,12.2086,14.366
NP_001014617,1.69811,1.29034,1.87376
NP_573225,9.94646,9.22025,8.44911
NP_523444,44.1875,28.8454,42.122
NP_649813,5.68537,4.50137,4.55472
NP_001162735,0.304851,0.390068,0.209892
NP_651857,1.04787,1.02828,1.55579
NP_524379,1.3519,1.20121,1.57893
NP_649439,13.0011,34.1588,10.7878
NP_001263093,1.27009,4.13906,1.99847
NP_648582,0.901387,0.782442,1.11999
NP_001259437,1.46573,1.65146,1.76967
NP_001286407,47.666,73.3253,42.0997
AAD27862,9.09127,6.88909,7.62864
NP_001260167,0.534917,0.60342,0.475787
NP_995745,2.1107,2.12487,2.74589
NP_524212,3.09571,2.67229,3.70283
NP_001286617,2.0947,2.20288,2.69196
NP_729715,1.16495,0.620939,1.17896
NP_651649,0.525514,0.915481,0.922335
NP_001262883,10.9638,0.569715,2.42889
NP_524306,4.70286,2.87775,4.5894
NP_477374,2.13064,2.44102,2.5629
NP_608996,6.33438,7.51644,7.5307
NP_001259881,1.04395,1.49094,1.28415
NP_001260878,8.61935,4.98793,7.45387
NP_001260796,16.4966,21.5211,19.2883
NP_524812,0.498803,0.350416,0.460579
NP_001287369,0.669691,0.66022,0.939312
NP_001246059,2.39728,2.2106,2.45127
NP_649768,1.78785,2.53265,1.96395
NP_001260048,6.41113,7.99847,7.09789
NP_724906,30.8337,34.0101,28.1572
NP_650367,2.20996,2.18598,2.01107
AAY85113,1.92199,1.73928,2.17542
NP_523478,34.6121,57.1679,34.6894
NP_524834,57.2006,97.63,59.058
NP_726040,0.397642,0.878364,0.292473
NP_649527,9.24383,7.05744,9.98785
NP_725536,2.12889,2.55789,1.82561
NP_524939,5.36778,5.03728,6.92061
NP_572390,3.82553,3.02492,2.79559
NP_001259780,6.57337,8.19741,8.78308
NP_001260335,12.834,8.70654,11.8933
NP_651224,7.16082,7.578,6.56777
AAM50801,2.50234,2.56185,2.81111
NP_610229,5.07993,7.61971,5.79135
NP_648665,17.8267,4.68715,20.9291
CAL26402,1.67265,1.27995,1.29305
AAL28156,2.30891,1.35386,2.44433
NP_611045,1.04696,0.937762,1.28604
NP_651351,6.03451,4.77201,4.52928
NP_001287520,0.492089,0.807533,0.587424
NP_001138023,1.78798,1.60004,1.77145
NP_647670,0.115521,0.0767076,0.0543367
NP_524032,5.17321,5.57667,5.1501
NP_648992,0.0985069,0.329743,0.181831
NP_569880,1.57601,1.26949,1.31527
NP_001262358,1.08407,1.21983,1.39181
NP_001286691,14.958,9.70676,12.3697
NP_650338,4.26929,5.19385,5.16092
NP_648377,3.33959,5.15255,3.34003
NP_610183,1.59306,1.11989,2.06124
NP_609590,3.87734,3.24903,2.09386
NP_001261143,7.91292,8.94829,12.2334
NP_523893,5.00801,5.19909,4.95878
NP_001259135,9.49954,9.36108,8.59693
NP_648144,2.64031,2.35297,2.94757
AAA28840,1.37095,1.90738,1.74896
NP_649585,15.8466,9.58657,13.2228
NP_524284,6.36603,5.79352,6.77483
NP_731132,0.143253,0.300506,0.205264
AAM11320,0.77002,1.38938,0.969402
NP_648731,3.9562,3.62072,4.30168
NP_650708,1.32166,1.04275,1.41429
AAL68373,2.94686,2.7971,3.57624
AAQ23546,0.489952,0.345164,0.576835
NP_001033805,2.76787,2.61133,2.61918
NP_001259880,0.442395,0.497147,0.416938
NP_001137924,0.108832,0.207242,0.154082
NP_001260063,1.66771,1.20695,1.42582
NP_649908,7.68194,5.45,9.90836
NP_610591,3.76639,3.32535,2.70946
NP_727152,2.86641,1.49413,3.15879
NP_608336,5.09505,4.57699,6.19697
NP_001286776,0.644985,0.757063,0.540862
NP_001137607,1.91123,0.9398,0.91925
NP_001262483,0.627249,0.460403,0.718548
NP_649517,0.147709,0.551352,0.17424
ADZ99413,1.60037,1.29172,1.00156
NP_729406,2.6155,4.61458,1.99532
NP_524690,8.00883,7.81907,8.29604
AAL39388,2.91706,2.19795,3.29383
NP_001036624,1.34623,1.40122,2.76853
NP_001285813,2.41292,1.48765,2.16644
NP_648289,3.12169,2.647,2.57646
NP_001286525,5.63144,5.69671,6.91051
NP_001261333,2.29868,3.01851,2.16139
NP_001162723,2.37804,1.89984,2.19154
NP_523969,2.45388,1.67246,2.55038
NP_648756,0.854939,1.11893,0.834106
NP_477440,0.603989,0.693904,0.866013
NP_001246429,0,0.306344,1.00E-09
NP_001247343,0.495842,0.583598,0.626435
CBA35291,2.87103,3.27294,3.8733
NP_001261931,0.3109,0.482044,0.652375
NP_651411,1.4368,1.43453,1.56769
NP_611022,4.42985,3.19267,5.07921
NP_001138153,0.109042,0.0727188,0.229395
NP_650662,3.93212,2.8506,3.34667
NP_649541,5.01383,3.78842,5.94609
QGU34111,0.565125,0.708731,0.764561
AAM29494,10.3118,11.1905,7.58104
NP_001303375,0.190474,0.578932,0.0791451
NP_570012,7.72496,2.89068,4.83081
NP_572524,6.19774,8.23537,7.26769
NP_524026,1.50607,2.22106,1.84782
NP_524815,0.716463,0.776042,0.638522
NP_523957,5.06684,5.49566,4.29943
NP_610676,125.106,81.3526,117.316
NP_651363,9.74742,9.38577,11.1511
AAF20166,8.04612,3.72464,7.21035
NP_648639,1.89351,1.74101,1.78753
NP_001285565,1.68213,1.4389,2.43752
NP_001260765,0.810348,0.767072,0.790498
NP_650582,1.20866,1.26257,1.528
NP_648451,0.590827,0.61033,0.650994
NP_524103,52.3931,14.4346,56.7622
NP_609202,11.9349,10.4487,11.2171
NP_610720,0.947634,1.74615,1.70975
NP_649850,8.73096,9.26462,7.64901
NP_649252,34.0097,29.9773,28.5273
NP_572522,0.573984,0.553262,0.774962
NP_724783,2.12778,2.196,2.21761
NP_001286406,0.565071,0.395691,0.702061
NP_648021,0,0,0.247533
NP_001285316,17.6557,14.6489,17.1862
AAL89949,0.961745,0.960659,1.13717
AAY84892,1.24762,1.29861,1.22159
NP_730051,4.27328,2.65774,4.58238
NP_001286116,2.02711,2.66458,2.47469
NP_609607,2.2986,1.96948,2.09945
NP_477210,35.6497,35.0005,40.8844
NP_648176,1.27454,1.16073,1.18945
NP_001285881,0.697561,0.625589,0.616174
NP_652072,0.636813,0.504832,0.605099
NP_001036566,1.26992,1.30392,1.1475
NP_001015321,5.70189,10.039,7.13256
NP_610296,8.96,10.0945,8.64497
NP_001104479,0.793652,0.389358,0.912393
NP_572573,24.9807,43.0949,28.804
NP_001260668,1.26505,0.561811,1.50752
NP_001285439,3.02217,2.93365,3.1326
NP_476954,1.11736,1.03454,1.10427
NP_001285026,1.80649,1.68058,1.59905
AAF02535,1.58771,0.882622,1.66255
NP_001246150,1.76348,0.894176,2.33164
NP_569851,18.7839,18.0925,14.6694
AAL47978,3.037,2.2723,3.11197
NP_611933,1.31901,1.69443,1.33879
AAB59251,0.488889,0.424397,0.733385
NP_001014713,0.721997,0.649074,0.657633
NP_523732,0.871986,0.483327,0.465592
NP_647991,0.280842,0.197155,0.714742
AAF40432,2.5935,1.76719,2.51258
NP_524022,5.48444,3.08191,5.96133
NP_524697,0.155744,0.310111,0.24351
NP_608612,4.06871,4.61755,4.5663
NP_651196,5.64784,4.72959,4.34094
NP_609617,2.33141,2.66393,2.6008
NP_649160,11.1031,8.03548,10.243
AAL89989,0.842769,0.449782,0.464778
NP_524776,31.2052,15.2365,30.9995
NP_476816,0.100063,0,0.087087
NP_650547,0.6384,0.749767,0.733896
NP_610169,2.62776,3.41611,2.91911
NP_477114,2.63284,2.35452,2.39329
NP_001138013,9.21283,8.88019,9.41514
BAB68242,1.02837,0.957181,1.52744
NP_477224,1.50965,0.843359,1.3299
NP_523837,0.736859,0.88059,1.07077
NP_001259363,2.44718,2.18773,1.54383
NP_001285787,0.64041,0.486164,0.657253
NP_995814,1.28841,1.66065,1.09784
NP_001261786,12.1491,17.1965,15.8981
NP_001033852,1.2635,0.933564,0.703226
NP_001261265,8.78484,5.55392,4.98371
NP_610617,2.86101,3.30705,3.55997
NP_647804,2.24519,1.5374,1.89602
NP_610712,1.88171,1.69367,2.36049
NP_648603,2.05671,2.44963,2.96898
NP_524758,1.95648,1.76328,2.86044
NP_610355,0.689951,0.516574,0.487457
NP_001097853,3.70268,3.08464,3.57473
NP_609993,0,0.389622,0.552612
NP_001188938,0.685524,0.60436,0.744094
NP_523671,4.50917,2.87615,4.15159
ADX35943,10.6646,9.65423,10.6924
AAS93764,0.316707,0.26112,0.540914
NP_573324,1.86908,2.09449,2.27502
NP_731331,1.9694,1.35459,1.63245
NP_001303433,1.353,1.01932,0.838645
NP_001261780,4.11318,3.8595,3.35436
NP_001285788,0.191456,0.435878,0.179851
NP_573098,24.4813,14.9092,22.5378
AAG42828,0.678579,0.542953,0.880341
NP_610677,3.59181,4.23958,3.74146
NP_724597,0.400215,0.377261,0.191988
NP_648642,8.70472,9.81725,8.78369
AAQ22403,1.37846,1.40425,1.17068
NP_648486,1.79901,1.46525,1.62397
ACM79337,0.63421,0.55467,0.710959
NP_001262379,11.2237,12.2341,12.0193
NP_723568,2.77369,3.72243,3.10051
NP_573334,0.97039,0.73821,0.883917
NP_001246698,0.976053,1.05566,1.12846
NP_610846,0.757659,0.521355,0.911174
AAL68124,5.64016,7.87712,6.22363
NP_609500,0.542978,0.355894,0.21907
NP_573247,5.11603,5.0179,4.7985
NP_609228,0.388243,0.318666,0.409185
NP_524453,0.526087,0.636812,0.380609
